labels,Reviews,Backtranslated_Reviews_Google_fr
neutral,"इस फिल्म के प्रचार में गुरमीत चौधरी के नाम का शोर मचाया गया , लेकिन फिल्म में उन्हें बहुत कम स्पेस और फुटेज मिला है ।","गुरमीत चौधरी के नाम को इस फिल्म के प्रचार में शोर मचाया गया था, लेकिन उन्हें फिल्म में बहुत कम जगह और फुटेज मिला।"
neutral,रवि कुमार इसे उस भयानक हादसे की साधारण कहानी बना देते हैं ।,रवि कुमार इसे उस भयानक दुर्घटना की एक सरल कहानी बनाते हैं।
neutral,यह सेंटर हफ्ते के सातों दिन खुला होता है ।,यह केंद्र सप्ताह में सात दिन खुला रहता है।
positive,स्क्रीन के चारों ओर लगा बेजल इसे अंगूठे द्वारा चलाते समय पकड़ने में आसान बनाता है ।,स्क्रीन के चारों ओर बेजल अंगूठे से सरगर्मी करते हुए पकड़ना आसान बनाता है।
positive,शाहिद कपूर ने हैदर के बाहरी रूप को अच्छी तरह अंगीकार किया है ।,शाहिद कपूर ने हैदर के बाहरी रूप को अच्छी तरह से अपनाया है।
positive,डॉली की डोली ' पूरी तरह से सोनम कपूर की फिल्म है ।,डॉली की डॉली पूरी तरह से सोनम कपूर फिल्म है।
neutral,जिससे आप एक्सटर्नल मॉनिटर कनेक्ट कर सकते हैं ।,जिसके साथ आप बाहरी मॉनिटर को कनेक्ट कर सकते हैं।
neutral,"इलेक्ट्रॉनिक्स तथा होम एप्लायंस के सामान बनाने वाली दक्षिण कोरियाई कंपनी एलजी अब ऎसे फ्रिज , कुकर तथा वॉशिंग मशीन लेकर आई जिन्हें मोबाइल फोन से टेक्सट मैसेज के जरिए ऑपरेट किया जा सकता है ।","दक्षिण कोरियाई कंपनी एलजी, जो इलेक्ट्रॉनिक्स और घरेलू उपकरणों का निर्माण करती है, अब इस तरह के फ्रिज, कुकर और वाशिंग मशीन लाए हैं, जिन्हें पाठ संदेशों के माध्यम से मोबाइल फोन से संचालित किया जा सकता है।"
neutral,ऑडियो इक्वेलाइजर और कुछ इफेक्ट्स डालने के लिए ऑडियोएफएक्स ऐप दिया गया है ।,AudiOFX ऐप को ऑडियो उपकरण और कुछ प्रभाव दर्ज करने के लिए दिया गया है।
positive,एक तरह से यह साधारण फोन से बेहतर काम करेगी ।,"एक तरह से, यह साधारण फोन की तुलना में बेहतर काम करेगा।"
neutral,"सिम स्लॉट नीचे की ओर है जबकि बाकी पोर्ट्स जिनमें चार्जिंग स्लॉट , माइक , मिनी यूएसबी , माइक्रो SD स्लॉट , HDMI पोर्ट और 3.5mm जैक टैबलेट के बायें कोने में हैं ।","सिम स्लॉट सबसे नीचे है, जबकि बाकी चार्जिंग स्लॉट, एमआईसी, मिनी यूएसबी, माइक्रो एसडी स्लॉट, एचडीएमआई पोर्ट और 3.5 मिमी जैक टैबलेट के बाएं कोने में हैं।"
neutral,कैमरे में 2.8 इंच की एलसीडी स्‍क्रीन इनबिल्‍ड है ।,कैमरे में 2.8 -इंच एलसीडी स्क्रीन इनबिल्ट है।
positive,"इस टेबलेट की एक और खास बात है , इसका वाटर रेसिस्टेंट होना ।",इस टैबलेट के बारे में एक और विशेष बात यह है कि इसका पानी प्रतिरोधी होना चाहिए।
positive,यह शहर हिंदुओं का प्रसिद्ध तीर्थ - स्थल है ।,यह शहर हिंदुओं का एक प्रसिद्ध तीर्थ स्थल है।
positive,"फूलबानी प्राकृतिक , इतिहास , वनवासी जीवन , वनवासी जन्तुओं से भरपूर यात्रा स्थल की खोज में लगे लोगों के लिए आदर्श गंतव्य स्थान है ।","फुलबानी प्राकृतिक, इतिहास, वनवासियों, वन निवासियों से भरे वनवासियों की तलाश में लगे लोगों के लिए एक आदर्श गंतव्य है।"
positive,यदि आप एक ऑक्टा - कोर प्रोसेसर व बेहतरीन एंड्रायड डिवाइस चलना चाहते हैं और आपका बजट भी कुछ कम है तो आप ये डिवाइस ले सकते हैं लेकिन आपका बजट इससे कुछ ऊपर है तो आप किसी और कंपनी का डिवाइस जरूर परखें ।,"यदि आप एक ऑक्टा -कोर प्रोसेसर और सबसे अच्छा एंड्रॉइड डिवाइस चलाना चाहते हैं और आपका बजट भी कम है, तो आप इस डिवाइस को ले सकते हैं लेकिन आपका बजट इसके ऊपर है, तो आपको किसी अन्य कंपनी के डिवाइस का परीक्षण करना होगा।"
positive,इस कीमत में इतने बढ़िया कैमरे की उम्मीद नहीं की जा सकती थी ।,इस कीमत पर इस तरह के एक अच्छे कैमरे की उम्मीद नहीं की जा सकती थी।
neutral,भारत और पाकिस्तावन के बीच पल रहे दुराग्रहों और पूर्वाग्रहों को तोड़ती कुछ फिल्मों की कड़ी में ' वेलकम 2 कराची ' को भी रखा जा सकता है ।,'वेलकम 2 कराची' को कुछ फिल्मों के एपिसोड में भी रखा जा सकता है जो भारत और पाकिस्तान के बीच टूट और पूर्वाग्रह हैं।
neutral,खाने में जायक़ा काली मिर्च जैसा ही था पर तीखापन अपेक्षाकृत कम था ।,"भोजन काली मिर्च के समान था, लेकिन तीखापन अपेक्षाकृत कम था।"
neutral,इस डिवाइस की बैटरी डेढ़ दिन तक प्रॉपर यूसेज देती है ।,इस डिवाइस की बैटरी डेढ़ दिनों के लिए उचित उपयोग देती है।
positive,इस वॉच में वीडियोज भी आसानी से देखे जा सकते हैं ।,इस घड़ी में वीडियो भी आसानी से देखे जा सकते हैं।
neutral,आयशा और टीया में बताने पर ही फर्क मालूम होता है या फिर रणबीर और अर्जुन के साथ होने पर पता चलता है कि वे दो हैं ।,"अंतर केवल तब जाना जाता है जब आयशा और टीआईए में बताया गया है या यदि वे रणबीर और अर्जुन के साथ हैं, तो वे दिखाते हैं कि वे दो हैं।"
positive,"यह एमपी4 , एवीआई फार्मेट्स को सपोर्ट करता है तो इसपर हमें वीडियो इंटरटेन्मेन्ट का अहसास जरूर हुआ ।","यह MP4, AVI प्रारूप प्रारूपों का समर्थन करता है, फिर हमें निश्चित रूप से वीडियो मनोरंजन का एहसास हुआ।"
negative,डेजीचेन जैसे कुछ अन्य फीचर्स से जोड़कर इसे और भी बेहतर बनाया जा सकता था ।,यह डेसीचेन जैसी कुछ अन्य सुविधाओं के साथ जुड़कर और भी बेहतर बनाया जा सकता है।
neutral,अक्षरा हासन इस फिल्म से अपना डेब्यू कर रही हैं ।,अक्षरा हासन इस फिल्म के साथ अपनी शुरुआत कर रहे हैं।
neutral,"लगभग 50,000 रूपये कीमत में आइडियापैड जेड500 एक ऐसा लैपटॉप है जिसे आपको अवश्य ध्यान में रखना चाहिए ।","IdeaPad Z500 एक लैपटॉप है जिसे आपको लगभग 50,000 रुपये की कीमत पर ध्यान में रखना चाहिए।"
positive,इस लैपटॉप में एक्यूटाइप की - बोर्ड लगाया गया है और साथ ही की - बोर्ड के ' की ' को काफी बेहतर डिजाइन और आकार दिया गया है जिसकी बदौलत टाइप करते समय आपको काफी अच्छा लगेगा ।,"इस लैपटॉप में एक Acutepe - बोर्ड स्थापित किया गया है और साथ ही बोर्ड की 'कुंजी' को बहुत बेहतर डिजाइन और आकार दिया गया है, जिसके कारण आप टाइप करते समय काफी अच्छा महसूस करेंगे।"
positive,अपने किरदार से विनीत का एकात्मता का नतीजा है फिल्म का टाइटल गीत ।,उनके चरित्र के साथ विनीत की एकता का परिणाम फिल्म का शीर्षक गीत है।
negative,"इस टैबलेट में 4,000 mAh की बैटरी है , जो कि इतने पतले टैबलेट के लिए बड़ा है ।","इस टैबलेट में 4,000 एमएएच की बैटरी है, जो इस तरह के पतले टैबलेट के लिए बड़ी है।"
neutral,यदि आप ' परिंदा ' के फैन हो तो आपके दिल को थोड़ी निराशा हो सकती हैं ।,"यदि आप 'पारिंडा' के प्रशंसक हैं, तो आपका दिल थोड़ा निराश हो सकता है।"
neutral,' एनएच 10 ' हिंदी फिल्मों की मनोरंजन परंपरा की फिल्म नहीं है ।,'एनएच 10' हिंदी फिल्मों की मनोरंजन परंपरा की फिल्म नहीं है।
neutral,अगर इंटेक्स के इस टीवी की तुलना सैमसंग और सोनी ब्राविया मॉडल से की जाए तो 32 इंच की रेंज में HD टीवी के कई मॉडल भारतीय मार्केट में इसी रेंज में मिल जाएंगे ।,"यदि इंटेक्स के इस टीवी की तुलना सैमसंग और सोनी ब्राविया मॉडल से की जाती है, तो 32 -इंच रेंज में एचडी टीवी के कई मॉडल भारतीय बाजार में इस रेंज में मिलेंगे।"
positive,फिल्म में एक शानदार सीक्वेंस है जहां टीप और ओह भाग रहे हैं और एफिल टॉवर कोलेप्स हो रहा है ।,फिल्म में एक महान अनुक्रम है जहां टिप और ओह चल रहे हैं और एफिल टॉवर हो रहा है।
positive,पेरिस्कोप एप यूजर्स भी अडिशनल पुश नोटिफिकेशन सेटिंग्स अपने हिसाब से सेट कर सकते हैं जैसे फर्स्ट टाइम ब्रॉडकास्ट नोटिफिकेशन्स और शेयर नोटिफिकेशन्स ।,पेरिस्कोप ऐप उपयोगकर्ता पहली बार प्रसारण सूचनाओं और शेयर सूचनाओं की तरह अतिरिक्त पुश नोटिफिकेशन सेटिंग्स भी सेट कर सकते हैं।
negative,"हालांकि , स्क्रीन वैसा क्रिस्प नहीं है जैसा की आदर्श रूप से उम्मीद की जा रही थी ।","हालांकि, स्क्रीन कुरकुरा नहीं है जैसा कि आदर्श रूप से अपेक्षित था।"
positive,एलजी ने आप्टिमस जी को सुपरस्मार्टफोन के तौर पर बाज़ार में उतारा है ।,एलजी ने ऑप्टिमस जी को एक सुपरस्टैपन के रूप में लॉन्च किया है।
neutral,"इसमें एएमडी प्रोसेसर है , 500 जीबी हार्ड डिस्क औ जीबी रैम ।","इसमें एक एएमडी प्रोसेसर, 500 जीबी हार्ड डिस्क और जीबी रैम है।"
neutral,ताज के निर्माण के लिए सफेद संगमरमर मकराना की खानों से मंगवाया गया था ।,ताज के निर्माण के लिए मकराना की खानों से सफेद संगमरमर को खट्टा किया गया था।
positive,कंटेंट व टेक्सट के डिस्प्ले के लिए इसका स्क्रीन काफी बेहतर है ।,सामग्री और पाठ के प्रदर्शन के लिए इसकी स्क्रीन बहुत बेहतर है।
neutral,हालांकि इस फिल्म में पिछली फिल्म जैसा कुछ नहीं है ।,"हालांकि, इस फिल्म में पिछली फिल्म की तरह कुछ भी नहीं है।"
positive,इसके साथ कुछ शानदार ऑफर भी मिल रहे हें ।,इसके साथ कुछ बेहतरीन ऑफ़र भी प्राप्त किए जा रहे हैं।
neutral,"न्वाइस कैंसिलेशन के लिए कोई अलग माइक नहीं है , यद्यपि यह इसके लिए सॉफ्टवेयर और न्वाइस रिडक्शन टेकनोलॉजी का इस्तेमाल करता है ।","सेवा रद्द करने के लिए कोई अलग एमआईसी नहीं है, हालांकि यह इसके लिए सॉफ्टवेयर और तंत्रिका कमी प्रौद्योगिकी का उपयोग करता है।"
positive,हालांकि एक फुल रेंज ड्राइवर के मुकाबले अधिक ड्राइवर्स का होना एक फीचर जैसा लगता है जो आज कल कानों में स्पोर्टी प्रतीत होता ।,"हालांकि, एक पूर्ण रेंज ड्राइवर की तुलना में अधिक ड्राइवर होने से एक ऐसी विशेषता लगती है जो इन दिनों कानों में स्पोर्टी लगती है।"
neutral,एक्सवर्स्ट प्रोसेसर xburst processor होने के कारण यह टैबलेट गूगल प्ले Google Play के सभी एप्स को सपोर्ट नहीं करता है ।,"Xburst प्रोसेसर पूर्व -वर्ट प्रोसेसर होने के नाते, यह टैबलेट Google Play Google Play के सभी ऐप्स का समर्थन नहीं करता है।"
neutral,पेनासोनिक कंपनी अब एक ऎसा जबरदस्त कैमरा लेकर आई जिससें आप अपनी मर्जी के अनुसार शानदार क्वालिटी वाली मूवी शूट कर सकते हैं ।,पेनोसोनिक कंपनी ने अब एक जबरदस्त कैमरा लाया है जिसे आप अपनी इच्छा के अनुसार एक शानदार गुणवत्ता वाली फिल्म शूट कर सकते हैं।
positive,"इस स्मार्टफ़ोन में 8 मेगापिक्सेल का रियर कैमरा जोकि आपको ऑटो फोकस के साथ एलईडी फ़्लैश के साथ मिल रहा है , इसके साथ ही आपको इस स्मार्टफ़ोन में 5 मेगापिक्सेल का फ्रंट फेसिंग कैमरा ब्लिंक प्ले टेक्नोलॉजी के साथ मिल रहा है , यह कैमरा बढ़िया सेल्फी लेने में सक्षम है , साथ ही आप इससे बढ़िया विडियो कॉलिंग का भी लाभ उठा सकते हैं ।","इस स्मार्टफोन में, 8 -Megapixel रियर कैमरा जो आपको ऑटो फोकस के साथ एलईडी फ्लैश के साथ मिल रहा है, साथ ही 5 मेगापिक्सल फ्रंट फेसिंग कैमरा के साथ ब्लिंकिंग कैमरा ब्लिंकिंग कैमरा ब्लिंकिंग प्योर के साथ मिल रहा है, यह कैमरानैब, आप अच्छे वीडियो कॉलिंग का भी लाभ उठा सकते हैं।यह से।"
neutral,विंडोज 8.1 ऑपरेटिंग सिस्टम पर काम करने वाला ये टैबलेट 32GB इंटरनल मेमोरी के साथ आता है ।,"यह टैबलेट, जो विंडोज 8.1 ऑपरेटिंग सिस्टम पर काम करता है, 32 जीबी इंटरनल मेमोरी के साथ आता है।"
positive,फिल्म में अभिनेत्री रेखा को सीन पर ला अमिताभ बच्चन की आवाज बोलने वाले शख्स को बेस्ट एक्टर दिलवाने का आइडिया अनोखा और खूबसूरत बन पड़ा है ।,"फिल्म में, दृश्य पर दृश्य पर अभिनेत्री रेखा पाने का विचार उस व्यक्ति के लिए सर्वश्रेष्ठ अभिनेता को प्राप्त करने के लिए अद्वितीय और सुंदर हो गया है जो ला अमिताभ बच्चन की आवाज बोलता है।"
neutral,जेनफोन 5 एक डुअल सिम डिवाइस है जिसमें 2जी व 3जी दोनों नेटवर्क चलते हैं ।,Zenfone 5 2G और 3G नेटवर्क दोनों के साथ एक दोहरी सिम डिवाइस है।
positive,"यह एप नोट 4 में लगे सेंसर्स से जुड़ा है जो यूजर के शरीर के अंदर होने वाले प्रतिक्रियाओं पर भी नजर रखता है जैसे स्ट्रेस लेबल , हर्ट रेट , ब्लड में ऑक्सीजन लेबल आदि ।","यह ऐप नोट 4 में सेंसर के साथ जुड़ा हुआ है, जो उपयोगकर्ता के शरीर के अंदर प्रतिक्रियाओं की निगरानी करता है जैसे कि तनाव लेबल, हृदय गति, रक्त में ऑक्सीजन लेबल आदि।"
negative,हालांकि इसमें ज्‍यादा सेंसर नहीं लगे हैं ।,"हालांकि, इसमें अधिक सेंसर नहीं हैं।"
positive,प्रतिवर्ष बड़ी संख्या में पर्यटक इस लोकप्रिय राष्ट्रीय उद्यान की सैर करने के लिए आते हैं ।,बड़ी संख्या में पर्यटक हर साल इस लोकप्रिय राष्ट्रीय उद्यान का दौरा करते हैं।
neutral,"यूनिबॉडी डिजाइन होने के कारण कैनवस सेल्फी की बैटरी को हटाया नहीं जा सकता , ना ही इसके बैक पैनल को ।","यूनिबॉडी डिज़ाइन के कारण, कैनवस सेल्फी की बैटरी को हटाया नहीं जा सकता है, न ही इसके बैक पैनल को।"
positive,यह फिल्म हमें दिखाती है कि कोई फिल्म कितनी सादगी और खूबसूरती से बनाई जा सकती है ।,यह फिल्म हमें दिखाती है कि एक फिल्म कितनी सरल और खूबसूरती से बनाई जा सकती है।
positive,इसका कैमरा एप्प अधिक तेज और रिस्पॉन्सिव है ।,इसका कैमरा ऐप अधिक तेज और प्रतिक्रिया है।
positive,इसकी एक बड़ी खूबी इसकी तेज आवाज भी है ।,इसकी एक बड़ी विशेषता भी है।
neutral,' मार्गरिटा विद ए स्ट्रॉ ' माता - पिता और बेटी - बेटों के साथ देखी जाने वाली फिल्म है ।,'मारगिटा विद ए स्ट्रॉ' एक फिल्म है जो माता -पिता और बेटी के साथ देखी गई है --लॉ।
positive,इसके बावजूद अमित शर्मा की बारीकी ध्यान खींचती है ।,"इसके बावजूद, अमित शर्मा का ध्यान आकर्षित करता है।"
positive,"सैमसंग गैलेक्सी टैब 2 की मोटाई 10.5 एमएम है , और यह वास्तव में काफी पतला है ।","सैमसंग गैलेक्सी टैब 2 की मोटाई 10.5 मिमी है, और यह वास्तव में काफी पतली है।"
neutral,"दाहिनी तरफ है , डफ़ोन्स जैक और बायीं तरफ माइक्रो एसडी कार्ड स्लॉट है ।","दाईं ओर, डफन एक जैक और बाईं ओर माइक्रो एसडी कार्ड स्लॉट है।"
positive,यह अब तक का सबसे पतला मैकबुक है ।,यह अब तक का सबसे पतला मैकबुक है।
positive,मेंहदार धाम बिहार का पर्यटक और ऐतिहासिक स्थल है ।,मेहदार धम बिहार का एक पर्यटक और ऐतिहासिक स्थल है।
negative,औसत परफॉर्मंस है ।,औसत प्रदर्शन है।
negative,फ्रंट कैमरा की खराब क्वालिटी है ।,फ्रंट कैमरे में खराब गुणवत्ता है।
neutral,उधर बादलों की चादर को खिसकाकर सूर्य किरणें अपना मार्ग प्रशस्त कर रहीं थीं ।,"दूसरी ओर, सूरज की किरणें बादलों की चादर को फिसलकर अपना रास्ता बना रही थीं।"
neutral,हेडसेट बहुत ही सरल 3.5 mm जैक वाला ओपन ड्राइवर की तरह का ईयरफोन है ।,हेडसेट एक बहुत ही सरल 3.5 मिमी जैक -जैसे ईयरफोन है।
positive,कंपनी का ऐसा दावा है कि SATA 6Gbit / s SSD हार्ड डिस्क दूसरी ट्रेडिशनल हार्ड डिस्क से छह गुना ज्यादा तेज है ।,कंपनी का दावा है कि SATA 6GBIT / S SSD हार्ड डिस्क दूसरी पारंपरिक हार्ड डिस्क की तुलना में छह गुना तेज है।
positive,इसके तिरछे किनारे न केवल देखने में अच्छे लगते हैं बल्कि लम्बे इस्तेमाल के दौरान आपकी उंगलियों में धसेंगे भी नहीं |,"इसका तिरछा किनारे न केवल देखने में अच्छा लगता है, बल्कि लंबे उपयोग के दौरान, आप अपनी उंगलियों में नहीं गिरेंगे।"
negative,कहीं - कहीं वे किरदार से बाहर निकल जाते हैं ।,कहीं वे चरित्र से बाहर निकलते हैं।
positive,"हालाँकि इसका डिजाईन अगर देखें तो बढ़िया है , इस स्मार्टफ़ोन में आपको कलर फुल पॉलीकार्बोनेट की बैक मिल रही है और इसके साथ ही अगर इसके फ्रंट की बात करेइ९न तो इसमें प्लास्टिक का फ्रंट है ।","हालांकि यह अच्छा है अगर इसका डिज़ाइन अच्छा है, तो इस स्मार्टफोन में आपको रंग पूर्ण पॉली कार्बोनेट के पीछे मिल रहे हैं और अगर यह इसके सामने के बारे में बात करता है, तो इसका प्लास्टिक का मोर्चा है।"
negative,आमतौर पर 13-इंच से छोटे डिस्प्ले साइज़ वाले लैपटॉप्स में कीबोर्ड की क्वालिटी बहुत अच्छी नहीं होती ।,"आम तौर पर, कीबोर्ड की गुणवत्ता लैपटॉप में 13 इंच से छोटे प्रदर्शन आकार के साथ बहुत अच्छी नहीं होती है।"
neutral,चैट के अंदर मैसेज डिलीवरी बिल्कुल रियल टाइम है ।,चैट के अंदर संदेश वितरण बिल्कुल वास्तविक समय है।
positive,इसका बूट टाइम अच्छा है और ये कोर आई3 वर्ज़न वाले एचपी पविलियन जी6 के स्तर का है ।,इसका बूट समय अच्छा है और यह कोर i3 संस्करण HP मंडप G6 स्तर का है।
negative,"हनीकॉम्ब की केवल कमी यह है , कि सिम के लिए जगह होने के वाबजूद यह बात नहीं कराता है ।",हनीकॉम्ब की एकमात्र कमी यह है कि यह सिम के लिए जगह होने के बावजूद इसे नहीं बनाता है।
positive,"जिस नगर में यह मंदिर है उसके चारों ओर पर्वत मालाएं हैं , जिनकी खूबसूरती देखते ही बनती है ।","शहर के चारों ओर पर्वत माला है जहां यह मंदिर है, जिसकी सुंदरता इसे देखने पर बनाई गई है।"
positive,इसकी 5.5 इंच वाली 720पी की स्क्रीन आपको भाएगी ।,इसकी 5.5 -इंच 720p स्क्रीन आपको पसंद करेगी।
positive,"जबरवान पहाड़ियों की तलहटी में स्थित ट्यूलिप गार्डन में खिलने वाले सफेद , पीले , नीले , लाल , गुलाबी , ऑरेंज आदी रंग के ट्यूलिप के फूल आपको मोहित कर देगा ।","सफेद, पीले, नीले, लाल, गुलाबी, नारंगी रंग के ट्यूलिप फूल जो जबरवान पहाड़ियों की तलहटी में स्थित ट्यूलिप गार्डन में खिलते हैं, तो आप आपको मोहित करेंगे।"
neutral,ऐसी फिल्में एक स्तर पर समाज में फैला भ्रमजाल तोड़ती हैं ।,इस तरह की फिल्में समाज में एक स्तर पर फैले हुए भ्रम को तोड़ती हैं।
positive,ओवरऑल यह एक प्यारी फिल्म है जो कि विशेष रूप से बच्चों के लिए बनी है ।,"कुल मिलाकर, यह विशेष रूप से बच्चों के लिए बनाई गई एक सुंदर फिल्म है।"
positive,यह वाकई अच्छा है क्योंकि इसमें एंड्रॉयड फोन के साथ आने वाले सामान्य एप्पलीकेशंस की तुलना में 50 अतिरिक्त एप्प्स हैं ।,यह वास्तव में अच्छा है क्योंकि इसमें एंड्रॉइड फोन के साथ आने वाले सामान्य अप्पल की तुलना में 50 अतिरिक्त ऐप हैं।
positive,"बेहतरीन स्टाइल , लेकिन बाज़ार में इस कीमत पर इससे भी स्टाइलिश वॉच मौजूद ।","उत्कृष्ट शैली, लेकिन बाजार में इस कीमत पर अधिक स्टाइलिश घड़ी।"
positive,गीयर एस सैमसंग की ओर से पहने जाने लायक सबसे बेहतरीन उत्पाद ।,गियर एस सैमसंग द्वारा पहना जाने वाला सबसे अच्छा उत्पाद।
neutral,"उनकी फिल्मों में एक्शन , वायलेंस , डांस , रोमांस ... इन चार तत्वों का अनुपात और क्रम बदलता रहता है ।","उनकी फिल्मों में, एक्शन, हिंसा, नृत्य, रोमांस ... इन चार तत्वों का अनुपात और क्रम भिन्न होता है।"
neutral,"इसके अलावा हस्तशिल्प सामान , वस्त्रों और पारंपरिक चीजों की खरीददारी की जा सकती है ।","इसके अलावा, हस्तशिल्प, वस्त्र और पारंपरिक चीजों को खरीदा जा सकता है।"
neutral,इसमें 3220 एमएएच की बैटरी लगी है ।,इसकी 3220 एमएएच की बैटरी है।
positive,पीछे का हिस्सा मेटल का होने के कारण यह टेबलेट बहुत अच्छा फील देता है ।,यह टैबलेट धातु के पीछे के हिस्से के कारण बहुत अच्छा एहसास देता है।
positive,इसी प्रकार अनुभवी राज बब्बर अपनी भूमिका में जंचते हैं ।,"इसी तरह, अनुभवी राज बब्बर अपनी भूमिका के अनुरूप हैं।"
neutral,इस चटाई के होते हुए घर के दरवाजे आने वाले को देखने के अब आपको जाने बिल्कुल भी जरूरत नहीं पड़ेगी ।,इस चटाई के माध्यम से घर के दरवाजों को देखने के लिए आपको बिल्कुल भी जानने की आवश्यकता नहीं होगी।
positive,' मार्गरिटा विद ए स्ट्रॉ ' सही मायने में रोचक और रोमांचक फिल्म है ।,'मार्गरीटा विथ अ स्ट्रॉ' वास्तव में दिलचस्प और रोमांचक फिल्म है।
positive,स्मार्टफोन या टैबलेट के लिए यह एक बेहतर स्क्रीन है ।,यह स्मार्टफोन या टैबलेट के लिए एक बेहतर स्क्रीन है।
positive,वह ताजगी अगर कथ्य में भी उतर पाती तो फिल्म अधिक प्रभावशाली हो जाती ।,फिल्म और अधिक प्रभावशाली हो जाती अगर वह ताजगी कहानी में प्रवेश कर सके।
neutral,टेलीविजन में ऐप्स इन्सटॉल करने के लिए ऑनबोर्ड 8GB स्टोरेज है ।,टेलीविजन में ऐप्स इंस्टॉल करने के लिए एक ऑनबोर्ड 8GB स्टोरेज है।
neutral,सैमसंग इसमें डोस आपरेटिंग सिस्टम उपलब्ध करवा रहा है ।,सैमसंग इसमें एक खुराक ऑपरेटिंग सिस्टम प्रदान कर रहा है।
positive,"इन नोटबुक्स को ऑयल और माइनिंग साइट्स पर तापमान बहुत अधिक होता है और मिलिट्री सर्विस के लिए सियाचिन , लद्दाख में तापमान बहुत कम पाया जाता है वहां भी बहुत ही आसानी से इस्तेमाल किया जा सकता है ।","ये नोटबुक तेल और खनन साइटों पर बहुत अधिक तापमान हैं और सियाचेन में तापमान, लद्दाख सैन्य सेवा के लिए बहुत कम पाया जाता है, बहुत आसानी से उपयोग किया जा सकता है।"
negative,ओएलईडी OLED स्क्रीन ऐसे भी बेहद छोटा है जबकि इसे यहां नोटिफिकेशन देखने के लिए बनाया गया है जिसमें कॉल रिसीव कराने के अलावा किसी भी नोटिफिकेशन का आअप जवाब नहीं दे सकते ।,"OLED OLED स्क्रीन भी बहुत छोटी है, जबकि इसे यहां अधिसूचना को देखने के लिए डिज़ाइन किया गया है जिसमें कॉल प्राप्त करने के अलावा किसी भी अधिसूचना के कॉल का जवाब नहीं दिया जा सकता है।"
positive,कीमत के लिहाज से स्‍पेसिफिकेशन बहुत अच्‍छे हैं ।,मूल्य के मामले में विनिर्देश बहुत अच्छे हैं।
neutral,आरंभ के कुछ दृश्यों के बाद ही हम मीरा के साथ हो जाते हैं ।,कुछ शुरुआती दृश्यों के बाद ही हम मीरा के साथ बन जाते हैं।
neutral,' एनएच 10 ' इंडिया और भारत की सच्चाई को कभी आमने - सामने तो कभी समानांतर खड़ी कर देती है ।,'एनएच 10' कभी -कभी भारत और भारत की सच्चाई को आमने -सामने या कभी -कभी समानांतर बनाता है।
positive,"इसके 5 मेगापिक्सेल कैमरे से लिये गए फोटो और 30 फ्रेम प्रति सेकेंड वाले 1080पी वीडियो काफी शार्प , क्लियर और संतुलित हैं ।","इसके 5 मेगापिक्सेल कैमरा फोटो और प्रति सेकंड 30 फ्रेम के 1080p वीडियो काफी तेज, स्पष्ट और संतुलित हैं।"
positive,"राहुल भट्ट , तेजस्विनी कोल्हापुरी और रोनित रॉय ने प्रमुख किरदारों के तनाव और उलझन को समुचित मात्रा में आत्मसात और प्रस्तुत किया है ।","राहुल भट्ट, तेजसविनी कोल्हापुरी और रोनित रॉय ने उचित मात्रा में अग्रणी पात्रों के तनाव और भ्रम को आत्मसात किया और प्रस्तुत किया।"
positive,"हालांकि निस्संदेह डिवाइस पतली और हल्की है , जिससे इसे पकड़ना तो आसान है , ही काफी देर तक उठाया भी जा सकता है ।","हालांकि डिवाइस निस्संदेह पतला और हल्का है, इसे पकड़ना आसान है, इसे लंबे समय तक भी उठाया जा सकता है।"
