Reviews,labels
इसका मूल्य थोड़ा कम रखा गया होता ।,negative
इसमें 16 जीबी इंटरनल मेमोरी और तथा एक्सटरनल मेमोरी के तौर पर माइक्रोएसडी कार्ड सपोर्ट करता है ।,neutral
"फिल्म में नूतन और जज सदावर्ते के मिडिल क्लास जीवन को भी दिखाया गया है , जो अपनी सीमित सोच के बूते इस मामले पर चर्चा भी करते हैं ।",neutral
सबसे बड़ा बदलाव तो डिजाइन में है ।,neutral
"कंपनी ने इसकी कीमत 20,000 रुपये रखी है ।",neutral
"और चूंकि वह बहुत से यूजर्स के लिए परेशानी का सबब नहीं बनता है , अत : आप एयरटेल से इसकी उम्मीद कर सकते हैं कि वह एप्प के लिए कुछ अच्छा करे जो आगे एक अच्छा डील हो ।",neutral
"असाधारण और बकाया कुछ भी नहीं , मैट फिनिश और छूने के लिए सुखद ।",positive
अगर आप दांई ओर देख रहे हैे तो फोन की स्क्रीन पर चल रही एप्लीकेशन आपकी आख्ंा की मूवमेंट को दायीं तरफ फाॅलो करते हुए एप्लीकेशन को दांयी ओर ले जाएगी और आपकी आंख की पुतलियों की मूवमेंट बाईं ओर है तो एप्लीकेशन बाईं ओर चली जाएगी ।,neutral
फोन में कुछ गेम्स निशुल्क डाउनलोड की जा सकती हैं ।,positive
"हालांकि , हमने पाया कि इसका टच कभी - कभी भटक जाता है ।",negative
"फोन में दो कैमरे हैं - रियर अर्थात फोन के पिछले हिस्से में लगा कैमरा 3.2 मेगापिक्सल का है जिससे खीचंी गई तस्वीर की क्वालिटी ठीक - ठाक है , फ्रंट कैमरा 0.3 मेगापिक्सल का है ।",neutral
एचटीसी का ये कैमरा पानी में भी खींच लेता है तस्वीरें ।,positive
ऐसी कोशिशों में सब व्यर्थ हो जाता है ।,negative
ये दुनिया की सबसे हल्की बिजनेस नोटबुक है ।,positive
इन संख्याओं को देखते हुए हम यह नतीजा निकाल सकते हैं की यह डिवाईस सामान्य उपयोग में आसानी से एक दिन से ज्यादा चलेगा ।,neutral
बताया जा रहा है कि फेसबुक के इस एंड्राइड एप के नए वर्जन में यह बटन कुछ उपभोगताओं के लिए दाहिनी तरफ दिखाई देग ।,neutral
बेंचमार्क टेस्ट में एक्सपीरिया जेड का परफॉरमेंस बहुत शानदार रहता है ।,positive
सीमित कार्यक्षमता है ।,negative
एक घड़ी के लिहाज से देखा जाए तो इस डिवाइस की डिजाइन काफी अच्‍छी है ।,positive
मौसम कोई सा भी हो लोग हिल स्टेशन जाना नहीं भूलते ।,positive
ऎसे स्मार्ट बर्तनों को जर्मन कंपनी फिसलर ने बनाया है जिन्हें फ्रैंकफर्ट में आयोजित हुए व्यापार मेले में प्रदर्शित किया गया ।,neutral
एक खास बात यह कि सूरज की रोशनी में भी आप इसे ' पढ़ ' सकते हैं ।,positive
"जब म्यूजिक सुन रहे हो , मूवी देख रहे हो या कॉल कर रहे हो तो उस दौरान लाउडस्पीकर अच्छा काम करते हैं ।",positive
' तेवर ' में देसी टच है ।,neutral
"पहला , बैलेंस्ड आर्मेचर ड्राइवर और दूसरा , रेगुलर डायनेमिक ड्राइवर ।",neutral
इनमें USB पोर्ट और LED इंडिकेटर दिया गया है ।,neutral
गिर वन राष्ट्रीय उद्यान और अभयारण्य गुजरात में स्थित है ।,neutral
हालांकि कहानी बीच में कई बार भटक जाती है ।,negative
यहां तक कि फिल्म देखने के बाद भी यह सवाल आपका पीछा नहीं छोड़ेगा कि यह फिल्म बनाई ही क्यों गई ?,neutral
यूजर इंटरफेस user interface आईसीएस यूआई ICS UI के सामान्य यूजर इंटरफेस user interface की तरह ही और यह काफी यूजर फ्रेंडली है ।,positive
"यहां कुछ दूरी पर ही चौबीसी का ऐतिहासिक चबूतरा है , जो देशभर में चर्चित है ।",positive
यह सैमसंग गैलेक्सी टैब एस10.5 पर आधारित है ।,neutral
"इस टेबलेट में 1 .2 मेगापिक्सेल का फ्रंट फेसिंग कैमरा है , लेकिन इसमें कोई रियर कैमरा नहीं है ।",negative
इसके अलावा फोन में स्‍टेंडअलोन म्‍यूजिक प्‍लेयर है ।,neutral
"लुक्स की बात करें तो , जिंक के जेड 900 , जेड 909 और जेड 999 टैबलेट्स एक से लगते हैं ।",positive
"लेकिन यह टेबलेट बहुत शक्तिशाली , खूबसूरत और पानी से सुरक्षित है ।",positive
"लेकिन इससे इनकार नहीं किया जा सकता कि अतिरिक्त मोटाई इसके स्वरूप में काफी अंतर पैदा कर देती है , जो आईपैड मिनी के पक्ष में नहीं है ।",negative
केरल न केवल अपनी खूबसूरत वादियों के लिए बल्कि सामाजिक सांस्कृतिक विरासत के रूप में भी एक पहचान रखती है ।,positive
"अब अगर इसकी बैट्री बैक - अप पर नजर डालें , तो इसमें आपको 320mAH की बैटरी मिलेगी ।",neutral
"इसका जेली बीन ऑपरेटिंग सिस्टम एंड्रायड का बढ़िया अनुभव देता है , और टेगरा 3 क्वाड कोर प्रोसेसर इस टेबलेट को काफी सक्षम और तेज़ बनाता है ।",positive
"कम रोशनी में खींचे गए फोटो में बहुत नॉइज़ देखने को मिली , लेकिन फोन डिस्प्ले में देखने पर उनकी क्वॉलिटी ठीक - ठाक लगती है ।",negative
इस टैबलेट में कुछ एप्लीकेशन के साथ वीडियो देखने और गेम्स खेलने की सुविधा है ।,neutral
मुख्य मंदिर के पूर्व में सैकड़ों बड़े छोटे घंटी लटका है जो देखने में बहुत ही रमण्ीय लगता है ।,positive
दोनों के गेमिंग परफॉरमेंस की तुलना से ये साबित होता है कि जेड500 का परफॉरमेंस जेड580 से बेहतर है ।,positive
इस फोन में स्क्रीन की ब्राइटनैस को कम ज्यादा करने का विकल्प मिलेगा ।,neutral
1024 x 760 पिक्सेल रेजोल्यूशन का 8-इंच आईपीएस एलसीडी डिस्प्ले है ।,neutral
भुज पहुंचते ही आप हस्तशिल्प के कलाकारों से तो मिल ही सकते हैं ।,neutral
मीडियापैड 10 लिंक के स्पीकर्स की आवाज़ काफी तेज़ है ।,positive
"ये यूथ को पसंद आएंगे , क्योंकि ये बजट में हैं ।",positive
"यदि आपके हाथ पसीने से तर है , तब आपको अतिरिक्त सावधानी बरतने की जरूरत है ।",negative
"हालांकि , उनमें से कोई भी 10 इंची स्क्रीन का नहीं हैः बल्कि अधिकांश टैबलेट या तो 7 इंची है या फिर 8 इंची ।",neutral
डायरेक्टर जस्टिन लिन ने हर किसी को आश्चर्यचकित किया है ।,positive
"इसके अलावा , गूगल ऐप्स और अन्य फीचर जैसे 9 यूजर्स एक साथ वीडियो चैटिंग कर सकते हैं ।",neutral
"इस फिल्म को देखते हुए उत्तर भारत के दर्शक थोड़ा सा हंसेंगे , क्योंकि शब्दक , संवाद और मुहावरे उनकी रोजमर्रा जिंदगी के हैं ।",positive
"हर फिल्म के निर्माण में पैसा , मेहनत और समय लगता है ।",neutral
अगर आप खूबसूरत रंग - बिरंगे प्रवासी पक्षियों को देखना और उनकी आवाज को सुनना चाहते हैं तो पक्षी विहार सबसे बेहतर जगह है ।,positive
लेकिन इसका प्रोसेसर कमजोर है ।,negative
"इंटरनेट की लाइव टीवी और मूवी वेबसाइट्स जैसे नेटफ्लिक्स और HBO आदि की फिल्में , टीवी शो और बाकी वीडियोज अपने टीवी पर देखे जा सकते हैं ।",positive
चिप कंप्यूटर रास्पबेरी पीआई2 से भी सस्ता है ।,positive
चिप कंप्यूटर की कीमत इतनी सस्ती होने के पीछे का कारण इसमें लगा सस्ता चाइनीज कोर है जो एक टेबलेट से लिया गया है ।,positive
इसके अलावा बैकपैनल में इस्तेमाल की गई प्लास्टिक बेहद ही पतली है ।,negative
मात्र एक चार्ज में मार्टिन नोटिफायर 5 दिन चला हालांकि यह बहुत अधिक आश्चर्यचकित करने वाला नहीं है क्योंकि इसमें बहुत सी स्मार्ट एक्टिविटीज हैं ही नहीं ।,positive
दीपिका पादुकोण की नृत्य प्रतिभा की झलक भर मिल पाती है ।,neutral
बाकी सारे टेबलेट्स अब इसके आगे बिल्कुल फीके नज़र आते हैं ।,positive
"बीबीएम वर्जन 7 BBM version 7 में एक नया फीचर है जिसका नाम है बीबीएम वॉयस BBM Voice , जिससे बीबीएम BBM उपभोक्ता अपने वाईफाई WiFi नेटवर्क द्वारा मुफ्त में वॉयस कॉल कर सकते हैं ।",neutral
तार्र्किकता तो गीतों की तरह अनेक दृश्यों में भी नहीं है ।,neutral
"7-इंच के डिसप्ले के साथ , जिंक जेड990 टैबलेट के मुकाबले के अन्य टैबलेट्स में से कुछ हैं बीटेल , रिलायंस , एचसीएल और आईबेरी ।",neutral
वाइल्ड लाइफ देखने का शौक रखने वाले राजस्थान का माउंट आबू वन्यजीव अभयारण्य वाइल्ड लाइफ सेंचुरी जरूर जाएं ।,positive
लेकिन इसके लुक का मुख्य मुद्दा इसका सामने का हिस्सा है ।,neutral
"अगर आप 10-इंच का टेबलेट चाहते हैं , तो 16 जीबी वाई - फाई आईपैड अब भी बाज़ार में उपलब्ध है ।",neutral
फ्रंट कैमरे के मामले यह रेडमी 1एस से ज्यादा अच्छा है ।,positive
इसमें दिवंगत पॉल वॉकर को गुड बाय भी शामिल है ।,neutral
"लेकिन ईमानदारी से , अगर इसमें तेज डाटा ट्रांसफर मोड - यूएसबी होस्ट होता , तो आप ब्लूटूथ के बारे में क्यों सोचते ?",neutral
इसमें पांच या छह एप्लीकेशन साइड - बाय - साइड रन कर सकते हैं ।,positive
हमारे बैट्री परिक्षण से पता चला है कि आप साड़ेपाच घंटो तक फुल एचडी वीडीयो लगातार चला सकते हैं ।,neutral
फ्लॉलेस फिनिश के साथ इसके गोलाकार किनारे फोन की मजबूती का एहसास कराते हैं ।,positive
कोई बड़ा थ्रिल तो नहीं देखने को मिलता ।,negative
इसमें पर्याप्त मात्रा में रहस्य और रोमांच है ।,positive
यह कैमरा सामने आने वाले आब्जेक्ट का 3डी मैप तैयार उसकी फोटो और वीडियो बनाने में सक्षम है ।,positive
नाच - गाने हैं ।,neutral
"कंपनी ने इसमें ईडीजीई , जीपीआरएस , वाय - फाय , ब्लूटुथ , यूएसबी ओटीजी जैसे कनेक्टिविटी ऑप्शंस दिए हैं ।",neutral
यह 7 इंच का टैबलेट बिना शक बहुत स्लीक और स्टाइलिश है जिसमें डूअल टोन कलर स्कीम है जो डिवाइस को क्लॉस टच देती है ।,positive
इस टेबलेट में पीछे बिना फ़्लैश के कैमरे के साथ पॉवर बटन और वॉल्यूम रॉकर हैं ।,neutral
लेकिन जब आप गेम खेलते है तो बैटरी बड़ी तेजी से खत्म होती है ।,negative
"हालांकि जब आप घर के अन्दर होते है , तब डिस्प्ले एकदम स्पष्ट और चमकीला दिखाई देता है ।",positive
फिल्म में उनका किरदार ढंग से लिखा भी नहीं गया है ।,negative
इस प्रकार आप आसानी से किसी भी एप्प को करेंट टैब से बंद कर सकते हैं तथा इसी के द्वारा आप हाल ही में बंद किए गए एप्प को पुनः देख सकते हैं ।,neutral
' खूबसूरत ' के बाद एक बार फिर सोनम ने साबित किया है कि अगर ढंग की स्क्रिप्ट और किरदार मिले तो वह अपनी सीमाओं के बावजूद फिल्म को रोचक बना सकती हैं ।,positive
हिंदी फिल्म इंडस्ट्री के बेपरवाह रवैए की ओर भी यह फिल्म इंगित करती है ।,negative
इसके दाईं ओर यूएसबी चार्जिंग पोर्ट के साथ एक बटन और बाईं ओर दो बटन हैं ।,neutral
राजगीर पांच चट्टानी पहाड़ियों से घिरा है ।,neutral
ऐसी फिल्मों की प्रासंगिकता कलात्मकता या सिनेमाई कौशल से अधिक वास्तविकता से होती है ।,positive
"इसकी कीमत की बात करें तो इसकी शुरुआत होती है $ 10,000 6,27,500 से , ये Apple Watch iPhone 5 , iPhone 5c , iPhone 5s , iPhone 6 और iPhone 6 Plus पर काम करती हैं , जो 8.2 आईओएस पर रन करती हैं ।",neutral
सूर्य कि रौशनी में इसका आसानी से इस्तेमाल और एंगल्स सराहनीय हैं और प्रतिद्वंदियो के मुकाबले बेहतर हैं |,positive
इसका वजन 130 ग्राम है ।,neutral
फिल्म का गीत - संगीत थोड़ा कमजोर है ।,negative
उनसे कुछ ऐसा हो जाता है कि उन्हें पाकिस्तान पहचान भी मिलती है ।,neutral
दिखने में बेहद खूबसूरत ।,positive
दिलचस्प गेम प्ले है ।,positive
"यह अनूठा कॉंसेप्ट ब्रिटिश काल से ही चला आ रहा है , जहां पहले ब्रिटिश शासकों को यह सेवा दी जाती थी ।",neutral
भारत में कई सुंदर और प्राकृतिक वन्यजीव पार्क है जो पर्यटकों को आकर्षित करता है ।,positive
यह बच्चों और लेडीज के लिए शानदार कैमरा है ।,positive
फोन में 4जी एलटीई की कमी कही जा सकती है ।,negative
' बैड बॉय ' और ' सीरियल किसर ' के रूप में विख्यात इमरान हाशमी फिल्म के किरदार निखिल के साथ न्याय नहीं कर पाते ।,negative
पर टॉप का प्रोटेक्टिव ग्लास पैनल एक फिंगरप्रिंट मैग्नेट है ।,negative
पैराग्लाइडिंग के लिए सबसे सही समय मई से जून और सितंबर से अक्टूबर है ।,neutral
"गाड़ियों की खिड़कियों से क्षण - प्रतिक्षण तेजी से गुजरते हुए वन , धान के खेत , हिमाच्छिदत पहाड़ों की चोटियाँ किसी के भी सफर को सुहाना बनाने हैसियत रखते हैं ।",positive
"अगर आप जाइरो जाने की योजना बना रहे हैं तो आप हरी - भरी शांन्त टैली घाटी , 5000 हजार साल पुरानी मेघना गुफा मंदिर जा सकते हैं ।",neutral
2600 एमएएच बैटरी है ।,neutral
"यह मीनू आपको उन एप्स तक तुरंत पहुंचा देता है , जो एस पेन के काम करने के दायरे में आते हैं ।",positive
"श्रीनगर की कश्मीरी पश्मीना शॉल , स्टोल और लकड़ी के शिल्प दुनिया भर में प्रसिद्ध हैं ।",positive
एक हाथ से इस्तेमाल के लिए बहुत बड़ा है ।,negative
"इस ऐप के माध्यम से आप मूवीज़ के ट्रेलर्स देख सकते हैं , रिव्यु के साथ साथ बॉक्स ऑफिस की प्रेडिक्शन्स भी जान सकते हैं ।",neutral
इंटरनेट मूवी डेटाबेस IMDb इस साइट पर हमें जरुर जाना चाहिए अगर आपने लम्बे समय से कोई मूवी या टीवी सिरिअल नहीं देखा है ।,positive
"वाम्मी 7 की क्षमता 1080 पी पूर्ण एचडी वीडियो स्ट्रीमिंग की है तथा 400 मेगाहर्ट्ज का समर्पित जीपीयू उन्नत फ्लैश एप्प , इटरेक्टिव - एप्प तथा पूर्ण एचडी वीडियो के लिए लगे हैं ।",neutral
"सिया की भूमिका में अमायरा दस्तूर कमजोर हैं , जबकि उन्हें कुछ अच्छे दृश्य मिले हैं ।",negative
डिवाइस की साइड ट्रिम पर एक सिल्वर रंग है जो इसके लुक्स को और भी बढ़ा देता है ।,positive
सभी एप्पलीकेशन को सपोर्ट नहीं है ।,negative
होमी इन किरदारों के माहौल और मूड को अच्छी तरह से चित्रित करते हैं ।,positive
फोन से लगी गई तस्वीर की क्वा लिटी बहुत अच्छी है और कैमरा भी बेहद तेज है ।,positive
"गैलेक्सी टैब 2 में 1 गीगाहर्ट्ज़ डुएल कोर प्रोसेसर है , और 1 जीबी रैम है ।",neutral
"सबसे अच्छी बात इन स्पीकर्स से आप कॉल अटैंड भी कर सकते हैं , इसके लिए इनबिल्ड माइक्रोफोन भी दिया गया है ।",positive
देवघर सती के 52 शक्तिपीठों में से भी एक है ।,neutral
वहीं सुबह उठते ही इसका अलॉर्म वाइब्रेट करने लगेगा ।,neutral
हलांकि इसके रियर कैमरे से बहुत अच्छे और स्पष्ट फोटो नहीं आते ।,negative
यदि आप गेम खेलते है तो यह और कम चलती है ।,negative
अगर एक्स100 के साथ कहीं कोई नकारात्मक बात आती है तो केवल इसके फीचर्स के साथ ।,neutral
इस समय केवल एंड्रॉयड डिवाइसेज पर ही उपलब्ध है ।,neutral
मगर वह इस उपन्यास की दिल छू लेने वाली कहानी को पर्दे पर दमदार तरीके से दिखने में उतने सफल नहीं रहे हैं ।,negative
वज़न 1.44 पौंड है ।,neutral
यहाँ खाना पीना उतना मँहगा नहीं पर रहना जेब को काफी भारी पड़ता है ।,negative
बाबा बैद्यनाथ मंदिर परिसर के पश्चिम में देवघर के मुख्य बाजार में तीन और मंदिर भी हैं ।,neutral
"इस स्मार्टफ़ोन के कनेक्टिविटी आप्शनस में आपको 4G सपोर्ट के साथ वाई - फाई , ब्लूटूथ , जीपीआरएस / एज , जीपीएस और 3G के साथ मिल रहा है ।",neutral
मसलन एक किरदार है जो 80 के दशक का लगता है ।,neutral
इस दौरान आपको ऐसा लगेगा कि आप किसी और दुनिया में हैं ।,positive
कथानक पटकथा और संवाद जैसी चीजें तो भूल ही जाएं ।,neutral
"इस चारों क्रोमबुक्स में एक चिकलेट की - बोर्ड है , और यह इस्तेमाल करने में बहुत ही आसान है ।",positive
अन्य आदिवासी लोगों से अलग अपा टनी के लोग जाइरो क्षेत्र के स्थाई निवासी हैं ।,neutral
यह उद्यान पक्षी प्रेमियों के लिए किसी स्वर्ग से कम नहीं है ।,positive
टैबलेट में पीछे की तरफ कैमरा नहीं लगा है लेकिन सामने की तरफ फ्रंट पैनेल की ऊपरी दाहिनी तरफ एक वीजीए कैमरा लगा है ।,neutral
इस मोबाइल से ली गई फोटो अच्छी है और विडियो की क्वालिटी भी खूब है ।,positive
दूसरा जब कभी भी सीक्वल बनता है तो एक चुनौती उनके बीच तालमेल बैठाने की भी होती है ।,neutral
वेणुवन - बांसों के वन में बसे वेणु विहार को उस समय के राजा बिम्बसार ने भगवान बुद्ध के रहने के लिए बनवाया था ।,neutral
यह वास्तविक फिल्म है जो आपको जरूर महसूस होगी ।,neutral
"गंगा , यमुना और सरस्वती नदियों का यहां संगम होता है , इसलिए यह ' त्रिवेणी संगम ' कहलाता है ।",neutral
"हमारी सलाह यह है , कि इसे खरीदने का निर्णय करते समय आप इससे थोड़े से महंगे गैलेक्सी टैब 730 को भी अवश्य ध्यान में रखें ।",neutral
"यह एक ऎसी तकनीक है , जिसे डिकोड करना है , सर्क के लिए बहुत ही मुश्किल हो जाता है ।",neutral
इससे कथ्य और अभिव्यक्ति में व्यवधान आता है ।,neutral
मजबूत बनावट और डिजाइन है ।,positive
इसके अलावा इसमें पहले वाले मॉडल्स से ज्यादा पावरफुल लैंस और फीचर्स दिए गए हैं ।,positive
मुख्य आकर्षण - खूबसूरत ट्यूलिप के फूल और सांस्कृतिक कार्यक्रम व प्रदर्शनी,positive
"साथ ही , ये डिजिटल डिस्प्ले के साथ आता है ।",neutral
पॉवर बटन को डिवाइस के फ्रंट में लाया गया है ।,neutral
इसलिए इस फिल्म का मजा लेने के लिए टूडी एक बेहतर विकल्प है ।,neutral
"एस60 में 5 इंच की एचडी आईपीएस स्‍क्रीन दी गई है साथ में 64 बिट 1.2 गिग क्‍वॉड कोर क्‍वॉलकॉम स्‍नैपड्रैगन 410 प्रोसेसर , 2 जीबी रैम और माली 450 एमपी जीपीयू ।",neutral
"फोन साइज और फील दोनों के मामले में काफी कॉम्पैक्ट है , सॉफ्ट एज वाले कोने है , जो चुभते नहीं ।",positive
नीलगिरि या नीले पर्वतों में बसा ऊटी दक्षिण भारत के सबसे प्रमुख हिल स्टेशनों में से एक है ।,positive
फिल्म के कहानीकार राहिल काजी और निर्देशक रवींद्र गौतम भी अपने मकसद में सफल हुए हैं ।,positive
3-4 दिनों के यूज में हमें पता चला कि यह रेगुलर यूज में लगभग 12 घंटे ही मात्र चल पाता है ।,neutral
ये तीनों हिंदी सिनेमा में अभिनय के तीन भिन्न आयाम हैं ।,neutral
"कई भारी ऐप्स एक साथ चलाने पर यह थोड़ा अटकने लगता है , लेकिन ज्यादातर यूज़र्स को इसे इस्तेमाल करते हुए कोई खास दिक्कत नहीं होगी ।",neutral
घड़ी पर 320 x 320 AMOLED स्‍क्रीन दी गई है ।,neutral
"इसी प्राइस रेंज में इंटेक्स ऐक्वा i7 लिया जा सकता है , जिसके स्पेसिफिकेशंस कैनवस टर्बो जैसे ही हैं , लेकिन इसमें 32 जीबी स्टॉरेज कपैसिटी है ।",neutral
अगर इसकी कमियों को दूर करने वाला अपडेट लाया जाए तो इसका एंड्रॉयड 4.0 आईसीएस बेहतरीन परफार्मेंस देगा ।,positive
"रेगुलर डॉक्यूमेंट एडिटिंग , इंटरनेट ब्राउजिंग और आपके पसंदीदा टीवी सिरीज या मूवीज के लिए नोशन इंक केन से अच्छा विकल्प शायद आपको न मिले ।",negative
लेकिन माइक्रोमैक्स ने इतनी कम कीमत में 1 जीबी रैम देकर दूसरी कई कम्पनियों के लिए कड़ी चुनौती पेश की है ।,positive
हरे पीले की बीच मन को खुश करता बैंगनी ।,positive
अफसोस कि दिबाकर की टीम ने उनकी भाषा भोजपुरी प्रभावित कर दी है ।,negative
खास वैसा ही साउंड सिग्नेचर जैसा हमें क्लिप्श एस4आर्इ में मिलता था ।,neutral
"सामान्य इस्तेमाल में इसकी बैटरी वाई - फाई के साथ वेब ब्राउज़िंग , वीडियो , म्यूजिक , गेम्स और सोशल नेटवर्किंग आदि के इस्तेमाल के साथ लगभग 3 दिन तक चल जाती है , जो कि एक काफी अच्छा बैटरी परफॉरमेंस है ।",positive
"इस वन में 970 प्रजाति के पौधे , 174 प्रजातियों के पक्षी , 39 स्तनधारी , 180 प्रजाति के औषधीय पौधे पाए जाते हैं ।",neutral
आकर्षक डिस्पले और ओएस ।,positive
' ब्रोकन हॉसेस ' के माध्यम से फिल्ममेकर विधु विनोद चोपड़ा ने एक बोल्ड अटैंप्ट लिया था मगर दुर्भाग्यवश यह फेल होता दिखाई देता है ।,neutral
एवरेज एंजॉय के लिए एज ऑफ अल्ट्रॉन को पता है कि लोग क्या चाहते हैं ।,positive
इसके अलावा फिल्म जो कुछ भी दिखाती है अच्छा है ।,positive
इस पहाड़ पर बहुत सारी गुफाएं और झरनें हैं ।,neutral
हुवावे मीडिया पैड 7 में भी फनबुक पी 600 की तरह 7 इंच की स्‍कीन दी गई है ।,neutral
सैमसंग की इस स्‍मार्टवॉच का सबसे खास फीचर इसकी कनेक्टिविटी है ।,positive
आईपैड 2 में बेहतर हार्डवेयर हैं और इस पर मूवी चलाना और उसे एडिट करना संभव है ।,neutral
आसुस फोनपैड के कैमरे का परफॉरमेंस काफी निराशाजनक है ।,negative
इसमें 1280x720 पिक्सल्स रेजॉलूशन वाला 4.3 इंच का एचडी आईपीएस डिस्प्ले है ।,neutral
इससे ज्यादा या अलग काम करने पर डिवाइस बहुत जल्दी गर्म हो जाता है जबकि इसी कीमत में आने वाले बाजर के कई अन्य उत्पादों में ऐसी परेशानी नहीं आती ।,negative
"इस गेम को आप ठीक तरह से खेल पाएं , इसमें कुछ वक्त लगता है ।",negative
"इसके अलावा , कनेक्टिविटी के लिए यूएसबी 3.0 , यूएसबी 2.0 और HDMI पोर्ट दिए गए हैं ।",neutral
इस स्मार्टफ़ोन में आपको कोई मेमोरी कार्ड स्लॉट नहीं मिल रहा है ।,negative
"वे अपनी फिल्में 3डी कैमरे से शूट भी करते हैं , लेकिन इस तकनीकी कुशलता के बावजूद उनकी ' मिस्टर एक्स ' में कथ्य और निर्वाह की कोई नवीनता नहीं दिखती ।",negative
अच्छी स्क्रीन है ।,positive
लेकिन आगे जाकर वे अपनी घटिया एक्टिंग से फिल्म पर पानी फेर देते हैं ।,negative
थोड़ी तो कन्‍फ्यूजिंग है एप्पल वॉच ।,negative
"रोहतांग में 15 फीट के करीब बर्फ जमा हो गई थी , जबकि बर्फ से लदे पर्यटन स्थल सोलंग नाला , गुलाबा , राहलाफाल और मढ़ी भी सैलानियों का भरपूर मनोरंजन करने को तैयार हैं ।",positive
"जर्मन कंपनी फिसलर ने लॉन्च किया प्रेशर कूकर , प्रेशर कूकर में आई खराबी को भी मैसेज कर बताएगा",neutral
कला में यथास्थिति बनाए रखने के हिमायती दरअसल फिल्म को एक व्यवसाय के रूप में ही देखते हैं ।,neutral
"टैब में सैमसंग ऐप , सैमसंग चैट ऑन , सैमसंग वॉयस , गूगल प्‍लस , प्‍ले बुक , प्‍ले म्‍यूजिक , प्‍ले स्‍टोर , वॉयस सर्च , यू ट्यूब , प्‍ले स्‍टोर , हैंगआउट जैसी कई दूसरी प्री लोडेड एप्‍लीकेशन दी गईं हैं ।",neutral
मगर फिल्म और भी अच्छी बन सकती थी ।,neutral
"भारतीय बाजार में इसकी 27,900 रुपये रखी गई है ।",neutral
दूसरी तरफ नवाजुद्दीन सिद्दीकी की फितरत प्रभावित करती है ।,positive
फराह खान और शाह रुख खान की पिछली दोनों फिल्में ' मैं हूं ना ' और ' ओम शांति ओम ' से कमजोर फिल्म है ' हैप्पी न्यू ईयर ' ।,negative
इसी दिन सैलानी राहलाफाल में झरने का आनंद भी लेते हैं ।,positive
"फिल्म में मोड़ से अधिक मरोड़ हैं , जो एक समय के बाद तकलीफदेह हो जाते हैं ।",negative
साधारण बिल्ड क्वॉलिटी है ।,negative
फेसबुक ने एक नए बटन के तौर पर ' सेंड ' बटन को इस प्रक्रिया में शामिल किया है ।,neutral
दिल्ली में स्थित यह ऐतिहासिक किला मुगलकालीन वास्तुकला की नायाब धरोहर है ।,positive
इसके किनारों को कर्व का डिजाइन दिया गया है ।,neutral
"इसमें एफएम रेडियो भी है , जो बहुत से टैबलेट में अक्सर नहीं मिलता है ।",positive
"इसमें अपग्रेडेड लैंस , फास्टर इमेज प्रोसेसर तथा रेट्राकेबल ओएलईडी ट्रू - फाइंडरटीएम के साथ जेडईआईएसएस टी दिया है ।",positive
इसके अलावा इसके दूसरे फीचर्स में बिना ब्रॉडकास्टर के फाइल अपलोड किये भी रिप्पले सेव हो जाते हैं ।,neutral
हाल ही में इस सेन्टर पर एजुकेशन कंजर्वेशन वॉकवे शुरू किया गया है ।,neutral
इस फोन में 2900 एमएएच की बैटरी लगी है जो काफी लंबे समय तक चलती है ।,positive
"इस फ़ोन के बायीं तरफ माइक्रो यूएसबी पोर्ट , माइक्रो एसडी कार्ड स्लॉट और माइक्रो सिम कार्ड स्लॉट हैं और ये सभी पानी से सुरक्षा के लिए कवर से ढंके हुए हैं ।",neutral
बेंचमार्क टेस्ट में गैलेक्सी टैब 2 अन्य टेबलेट्स की तुलना में बहुत शानदार परफॉरमेंस देता है ।,positive
"इतना ही नहीं , यहां पर पक्षियों की अलग - अलग प्रजातियां भी देखने को मिल जाएंगी ।",neutral
दर्शक सिहर और सहम जाते हैं ।,neutral
म्युजिक के साथ फिटनेस फीचर और कॉल करने की सुविधा भी है ।,neutral
